filename,label,contrast,correlation,energy,homogeneity,hue,saturation,value
normal_001_biji1.jpg,sehat,45.03305623798846,0.9944593305499521,0.02586450510447982,0.2969948189590973,35.08642578125,106.65228271484375,144.8037109375
normal_001_biji2.jpg,sehat,86.51108131123206,0.9871618967290591,0.02139438792817349,0.21140516042078844,49.85675048828125,93.1162109375,128.60028076171875
normal_002_biji1.jpg,sehat,32.22066364835994,0.9966814207736666,0.029301145661778258,0.30193777835797325,43.30487060546875,81.1585693359375,143.197998046875
normal_002_biji2.jpg,sehat,27.697569328733763,0.9969251588039533,0.02598091924922671,0.28865346942418246,38.9173583984375,61.48834228515625,136.8814697265625
normal_002_biji3.jpg,sehat,24.62533155535145,0.9966596456656085,0.02773845464282095,0.31335085314148636,34.30206298828125,92.15130615234375,139.5108642578125
normal_002_biji4.jpg,sehat,29.811814608005797,0.9961372665903496,0.0259809942205691,0.2871538926990146,43.7510986328125,74.8104248046875,130.30242919921875
normal_003_biji1.jpg,sehat,19.983102181048846,0.9967660602026274,0.029493304467012618,0.31519927845455475,35.39373779296875,82.1845703125,128.2178955078125
normal_004_biji1.jpg,sehat,29.09109792047828,0.9963285863200353,0.0272863465084793,0.29731817241668723,38.5633544921875,79.741455078125,142.558349609375
normal_004_biji2.jpg,sehat,25.02346874225099,0.9975533515686061,0.029076450185759946,0.3061002240462142,42.471923828125,67.6341552734375,140.3829345703125
normal_004_biji3.jpg,sehat,25.264445181234976,0.9969074081572916,0.03086201422407259,0.3374529549871158,33.64093017578125,94.29864501953125,142.89794921875
normal_004_biji4.jpg,sehat,19.32443308636699,0.9966264115989527,0.029832192441446012,0.3421589170394427,34.028564453125,111.9434814453125,129.0076904296875
normal_004_biji5.jpg,sehat,33.98326408371735,0.9966030497899676,0.026234458031666356,0.2926697579380897,43.5875244140625,86.03253173828125,139.298583984375
normal_005_biji1.jpg,sehat,23.208345483097936,0.9964343312855871,0.028395365776826505,0.31730317899047084,39.23333740234375,110.66680908203125,133.72808837890625
normal_005_biji2.jpg,sehat,33.8073909233771,0.9956076862114646,0.027272539854504736,0.2935031402543161,46.3670654296875,76.22021484375,136.2589111328125
normal_005_biji3.jpg,sehat,34.391501236128825,0.996593595023554,0.023283861242399725,0.257473365281372,41.5869140625,72.4852294921875,140.1846923828125
normal_006_biji1.jpg,sehat,30.910590614150745,0.9952076764956196,0.025403299514982693,0.2755255645824952,42.37176513671875,84.322509765625,150.751953125
normal_007_biji1.jpg,sehat,42.58743228424248,0.9954311647759958,0.02499840724920871,0.2730587722157169,48.99700927734375,66.70831298828125,141.08575439453125
normal_008_biji1.jpg,sehat,36.3260980076669,0.9961602144207563,0.023675381646477315,0.28103084797538197,46.60064697265625,77.28656005859375,146.56787109375
normal_009_biji1.jpg,sehat,40.55012298306027,0.9950441359501204,0.024233981932461755,0.28381345829179844,47.1529541015625,91.37677001953125,147.36480712890625
normal_010_biji1.jpg,sehat,29.9150323417852,0.9967160771536006,0.028466563137913674,0.302965095794631,42.52386474609375,77.1279296875,147.3160400390625
normal_011_biji1.jpg,sehat,34.34185209386244,0.9953715221484336,0.027104281789613795,0.25719891878039736,59.0286865234375,63.66973876953125,128.9447021484375
normal_012_biji1.jpg,sehat,37.88653831995346,0.9960530909446654,0.02435320296318453,0.2797424857657659,45.802490234375,73.393798828125,150.72369384765625
normal_013_biji1.jpg,sehat,34.82786549557693,0.9955897489273133,0.025595071511423012,0.27386785701860333,48.48486328125,78.588623046875,132.82342529296875
normal_014_biji1.jpg,sehat,36.42781381266098,0.9938370379031825,0.02471262439086995,0.2503382695239214,53.8876953125,86.184326171875,127.44281005859375
normal_015_biji1.jpg,sehat,39.27852199454574,0.9954395462324745,0.024047968091299266,0.28234190886646743,46.62518310546875,78.1485595703125,141.25714111328125
normal_016_biji1.jpg,sehat,32.72820126499761,0.995523008331876,0.02625087237184747,0.3024531238586583,42.41912841796875,97.703857421875,121.4962158203125
normal_017_biji1.jpg,sehat,34.26453600173001,0.9951176974827367,0.024477467895411664,0.2680079417991883,47.73095703125,81.49566650390625,112.4013671875
normal_018_biji1.jpg,sehat,26.602177294199382,0.9960941349007463,0.030433112891143137,0.35337993875322765,40.1583251953125,103.97052001953125,107.5390625
normal_019_biji1.jpg,sehat,24.031419289401924,0.9967327700969331,0.035447915453338724,0.3603127972506027,37.7584228515625,100.70697021484375,119.944091796875
normal_020_biji1.jpg,sehat,23.99085813015457,0.9965357644519138,0.03323127052407114,0.3617613347822589,38.46038818359375,108.02044677734375,111.27813720703125
normal_021_biji1.jpg,sehat,12.135776880928955,0.9963739198720073,0.04062399193765262,0.3733489452334244,52.18408203125,114.169677734375,88.69085693359375
normal_022_biji1.jpg,sehat,26.847532491941237,0.9967563964543833,0.03404371194587493,0.3530997915369347,41.882080078125,90.01055908203125,109.9117431640625
normal_023_biji1.jpg,sehat,12.459097597883023,0.9974561975200856,0.04040611367949475,0.37373000176695775,44.27947998046875,109.11602783203125,86.568359375
normal_024_biji1.jpg,sehat,25.8651588123491,0.9963382628816456,0.03462104662777879,0.35948468999412947,39.60382080078125,103.1519775390625,111.71221923828125
normal_025_biji1.jpg,sehat,16.94324336695581,0.9961220969654022,0.04525697951024297,0.39953320803525855,40.123779296875,134.891845703125,101.43792724609375
normal_026_biji1.jpg,sehat,14.111824973650444,0.9963870190838477,0.042958026648608295,0.3761386422771011,53.8526611328125,109.63519287109375,86.7906494140625
normal_027_biji1.jpg,sehat,30.199785954261415,0.9963085644391444,0.03754124619582644,0.3398345659900096,47.3194580078125,91.15972900390625,105.80242919921875
normal_028_biji1.jpg,sehat,29.560185651622653,0.9960288376913944,0.03359608860422564,0.33496015806147333,42.369873046875,108.17852783203125,106.62353515625
normal_029_biji1.jpg,sehat,27.076989743824576,0.9956293020881937,0.03705298580365609,0.35623587326181155,40.926513671875,118.97235107421875,101.4765625
